RowID,CallNumber,CallDuration,CallHour,CallMinute,CallSecond,UnitID,Incident Number,CallType,CallDate,Watch Date,ReceivedDtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,AvailableDtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location
190464115-E41,190464115,7.000000002,23,11,47,E41,19019809,Vehicle Fire,2/15/19,2/15/19,2/15/19 23:11:47,2/15/19 11:11:47 PM,2/15/19 11:13:47 PM,2/15/19 11:15:00 PM,,,,Patient Declined Transport,2/15/19 11:18:47 PM,LARKIN ST/MYRTLE ST,San Francisco,94109,B04,3,1642,A,3,3,FALSE,Fire,1,ENGINE,5,4,6,Tenderloin,"(37.785641708864, -122.417996270411)"
190464115-EMS6,190464115,7.316666669,23,11,47,EMS6,19019809,Vehicle Fire,2/15/19,2/15/19,2/15/19 23:11:47,2/15/19 11:11:47 PM,2/15/19 11:16:14 PM,2/15/19 11:16:14 PM,2/15/19 11:16:14 PM,,,Patient Declined Transport,2/15/19 11:19:06 PM,LARKIN ST/MYRTLE ST,San Francisco,94109,B04,3,1642,A,3,3,FALSE,Fire,1,CHIEF,1,4,6,Tenderloin,"(37.785641708864, -122.417996270411)"
190464115-RC1,190464115,7.316666669,23,11,47,RC1,19019809,Vehicle Fire,2/15/19,2/15/19,2/15/19 23:11:47,2/15/19 11:11:47 PM,2/15/19 11:13:47 PM,2/15/19 11:13:59 PM,2/15/19 11:18:37 PM,,,Patient Declined Transport,2/15/19 11:19:06 PM,LARKIN ST/MYRTLE ST,San Francisco,94109,B04,3,1642,A,3,3,TRUE,Fire,1,RESCUE CAPTAIN,4,4,6,Tenderloin,"(37.785641708864, -122.417996270411)"
190464115-RS1,190464115,6.299999995,23,11,47,RS1,19019809,Vehicle Fire,2/15/19,2/15/19,2/15/19 23:11:47,2/15/19 11:11:47 PM,2/15/19 11:13:47 PM,2/15/19 11:14:56 PM,,,,Patient Declined Transport,2/15/19 11:18:05 PM,LARKIN ST/MYRTLE ST,San Francisco,94109,B04,3,1642,A,3,3,FALSE,Fire,1,RESCUE SQUAD,7,4,6,Tenderloin,"(37.785641708864, -122.417996270411)"
190464115-T05,190464115,6.550000001,23,11,47,T05,19019809,Vehicle Fire,2/15/19,2/15/19,2/15/19 23:11:47,2/15/19 11:11:47 PM,2/15/19 11:13:47 PM,2/15/19 11:14:41 PM,,,,Patient Declined Transport,2/15/19 11:18:20 PM,LARKIN ST/MYRTLE ST,San Francisco,94109,B04,3,1642,A,3,3,FALSE,Fire,1,TRUCK,6,4,6,Tenderloin,"(37.785641708864, -122.417996270411)"
190523713-E03,190523713,5.483333326,20,17,23,E03,19022230,Outside Fire,2/21/19,2/21/19,2/21/19 20:17:23,2/21/19 8:17:53 PM,2/21/19 8:18:15 PM,2/21/19 8:19:20 PM,2/21/19 8:21:43 PM,,,Fire,2/21/19 8:22:52 PM,MCALLISTER ST/LARKIN ST,San Francisco,94102,B02,36,1553,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.780470341341, -122.416947606226)"
190533878-E03,190533878,5.099999998,22,2,48,E03,19022763,Outside Fire,2/22/19,2/22/19,2/22/19 22:02:48,2/22/19 10:04:16 PM,2/22/19 10:04:26 PM,2/22/19 10:05:28 PM,2/22/19 10:06:53 PM,,,Fire,2/22/19 10:07:54 PM,TURK ST/HYDE ST,San Francisco,94102,B02,3,1554,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.782585033281, -122.415693872109)"
190582186-E36,190582186,6.466666659,14,22,14,E36,19024651,Vehicle Fire,2/27/19,2/27/19,2/27/19 14:22:14,2/27/19 2:23:52 PM,2/27/19 2:24:24 PM,2/27/19 2:26:16 PM,2/27/19 2:28:08 PM,,,Fire,2/27/19 2:28:42 PM,LARKIN ST/MCALLISTER ST,San Francisco,94102,B02,36,1645,3,3,3,TRUE,Fire,1,ENGINE,2,2,6,Tenderloin,"(37.780470341341, -122.416947606226)"
190582186-T03,190582186,6.533333331,14,22,14,T03,19024651,Vehicle Fire,2/27/19,2/27/19,2/27/19 14:22:14,2/27/19 2:23:52 PM,2/27/19 2:24:24 PM,2/27/19 2:26:51 PM,2/27/19 2:27:43 PM,,,Fire,2/27/19 2:28:46 PM,LARKIN ST/MCALLISTER ST,San Francisco,94102,B02,36,1645,3,3,3,FALSE,Fire,1,TRUCK,1,2,6,Tenderloin,"(37.780470341341, -122.416947606226)"
190600159-E03,190600159,11.83333333,1,8,24,E03,19025313,Outside Fire,3/1/19,2/28/19,3/1/19 1:08:24,3/1/19 1:12:57 AM,3/1/19 1:13:07 AM,3/1/19 1:15:01 AM,,,,Fire,3/1/19 1:20:14 AM,400 Block of ELLIS ST,San Francisco,94102,B03,3,1461,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.784807388677, -122.413615438263)"
190610738-50,190610738,74.49999999,8,0,27,50,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:02:58 AM,3/2/19 8:07:31 AM,,,Fire,3/2/19 9:14:57 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,TRUE,Fire,1,MEDIC,4,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-B01,190610738,101.9333333,8,0,27,B01,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:04:30 AM,3/2/19 8:07:35 AM,,,Fire,3/2/19 9:42:23 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,FALSE,Fire,1,CHIEF,5,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-B02,190610738,96.13333333,8,0,27,B02,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:04:09 AM,3/2/19 8:06:32 AM,,,Fire,3/2/19 9:36:35 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,FALSE,Fire,1,CHIEF,2,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-D2,190610738,71.01666666,8,0,27,D2,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:03:49 AM,3/2/19 8:07:26 AM,,,Fire,3/2/19 9:11:28 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,FALSE,Fire,1,CHIEF,3,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-E02,190610738,71.56666666,8,0,27,E02,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:03:25 AM,,,,Fire,3/2/19 9:12:01 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,TRUE,Fire,1,ENGINE,8,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-E03,190610738,120.5833333,8,0,27,E03,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:03:19 AM,3/2/19 8:04:48 AM,,,Fire,3/2/19 10:01:02 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,TRUE,Fire,1,ENGINE,1,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-E41,190610738,5.066666667,8,0,27,E41,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:03:45 AM,,,,Fire,3/2/19 8:05:31 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,FALSE,Fire,1,ENGINE,10,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-RS1,190610738,50.16666666,8,0,27,RS1,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:04:26 AM,3/2/19 8:08:05 AM,,,Fire,3/2/19 8:50:37 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,FALSE,Fire,1,RESCUE SQUAD,7,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-T02,190610738,102.0166667,8,0,27,T02,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:04:31 AM,3/2/19 8:07:52 AM,,,Fire,3/2/19 9:42:28 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,FALSE,Fire,1,TRUCK,6,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190610738-T03,190610738,13.7,8,0,27,T03,19025879,Structure Fire,3/2/19,3/2/19,3/2/19 8:00:27,3/2/19 8:02:33 AM,3/2/19 8:02:45 AM,3/2/19 8:03:45 AM,,,,Fire,3/2/19 8:14:09 AM,800 Block of POST ST,San Francisco,94109,B04,3,1543,3,3,3,FALSE,Fire,1,TRUCK,9,4,6,Tenderloin,"(37.787295292859, -122.415806128745)"
190623314-E03,190623314,7.116666664,20,41,57,E03,19026578,Outside Fire,3/3/19,3/3/19,3/3/19 20:41:57,3/3/19 8:44:48 PM,3/3/19 8:45:10 PM,3/3/19 8:45:31 PM,3/3/19 8:48:30 PM,,,Fire,3/3/19 8:49:04 PM,HYDE ST/TURK ST,San Francisco,94102,B02,3,1554,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.782585033281, -122.415693872109)"
190623614-E03,190623614,7.100000004,22,37,32,E03,19026613,Outside Fire,3/3/19,3/3/19,3/3/19 22:37:32,3/3/19 10:38:20 PM,3/3/19 10:38:37 PM,3/3/19 10:39:46 PM,3/3/19 10:41:59 PM,,,Fire,3/3/19 10:44:38 PM,500 Block of ELLIS ST,San Francisco,94109,B02,3,1555,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.784585134714, -122.415436031905)"
190633366-E01,190633366,18.55,19,14,16,E01,19027019,Outside Fire,3/4/19,3/4/19,3/4/19 19:14:16,3/4/19 7:16:16 PM,3/4/19 7:16:26 PM,3/4/19 7:17:09 PM,3/4/19 7:19:14 PM,,,Fire,3/4/19 7:32:49 PM,0 Block of TURK ST,San Francisco,94102,B03,1,1365,3,3,3,TRUE,Fire,1,ENGINE,1,3,6,Tenderloin,"(37.783386237938, -122.409853729941)"
190670427-E03,190670427,8.466666666,5,30,1,E03,19028408,Outside Fire,3/8/19,3/7/19,3/8/19 5:30:01,3/8/19 5:31:10 AM,3/8/19 5:31:35 AM,3/8/19 5:33:16 AM,3/8/19 5:35:35 AM,,,Fire,3/8/19 5:38:29 AM,400 Block of JONES ST,San Francisco,94102,B03,3,1461,3,3,3,TRUE,Fire,1,ENGINE,1,3,6,Tenderloin,"(37.785096096373, -122.412758759499)"
190682266-E03,190682266,6.100000001,15,33,31,E03,19029069,Outside Fire,3/9/19,3/9/19,3/9/19 15:33:31,3/9/19 3:33:31 PM,3/9/19 3:33:41 PM,3/9/19 3:34:42 PM,3/9/19 3:38:28 PM,,,Fire,3/9/19 3:39:37 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,3,1546,A,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.781913974418, -122.413032193956)"
190700936-E36,190700936,13.46666666,9,3,39,E36,19029761,Vehicle Fire,3/11/19,3/11/19,3/11/19 9:03:39,3/11/19 9:05:19 AM,3/11/19 9:05:29 AM,3/11/19 9:06:50 AM,3/11/19 9:11:52 AM,,,Fire,3/11/19 9:17:07 AM,GOLDEN GATE AV/JONES ST,San Francisco,94102,B03,1,1454,3,3,3,TRUE,Fire,1,ENGINE,2,2,6,Tenderloin,"(37.782073066861, -122.412220736854)"
190700936-T01,190700936,38.43333333,9,3,39,T01,19029761,Vehicle Fire,3/11/19,3/11/19,3/11/19 9:03:39,3/11/19 9:05:19 AM,3/11/19 9:05:29 AM,3/11/19 9:08:20 AM,3/11/19 9:11:52 AM,,,Fire,3/11/19 9:42:05 AM,GOLDEN GATE AV/JONES ST,San Francisco,94102,B03,1,1454,3,3,3,FALSE,Fire,1,TRUCK,1,2,6,Tenderloin,"(37.782073066861, -122.412220736854)"
190740562-E03,190740562,12.75,6,57,41,E03,19031502,Outside Fire,3/15/19,3/14/19,3/15/19 6:57:41,3/15/19 6:59:46 AM,3/15/19 7:01:15 AM,3/15/19 7:02:22 AM,3/15/19 7:05:27 AM,,,Fire,3/15/19 7:10:26 AM,300 Block of ELLIS ST,San Francisco,94102,B03,3,1461,3,3,3,TRUE,Fire,1,ENGINE,1,3,6,Tenderloin,"(37.785024660689, -122.411971890566)"
190760119-E03,190760119,8.783333333,0,40,4,E03,19032319,Outside Fire,3/17/19,3/16/19,3/17/19 0:40:04,3/17/19 12:42:14 AM,3/17/19 12:42:16 AM,3/17/19 12:43:44 AM,3/17/19 12:45:31 AM,,,Fire,3/17/19 12:48:51 AM,600 Block of GEARY ST,San Francisco,94102,B01,3,1462,3,3,3,TRUE,Fire,1,ENGINE,1,1,6,Tenderloin,"(37.786570554209, -122.413973061638)"
190761339-E36,190761339,11.33333333,10,38,36,E36,19032466,Outside Fire,3/17/19,3/17/19,3/17/19 10:38:36,3/17/19 10:42:45 AM,3/17/19 10:43:29 AM,3/17/19 10:43:44 AM,,,,Unable to Locate,3/17/19 10:49:56 AM,400 Block of HYDE ST,San Francisco,94109,B02,3,1555,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.784903681127, -122.416234049056)"
190762544-E03,190762544,10.41666666,16,15,8,E03,19032601,Outside Fire,3/17/19,3/17/19,3/17/19 16:15:08,3/17/19 4:16:24 PM,3/17/19 4:16:38 PM,3/17/19 4:18:05 PM,3/17/19 4:20:17 PM,,,Fire,3/17/19 4:25:33 PM,VAN NESS AV/EDDY ST,San Francisco,94109,B02,3,3163,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.782894121175, -122.420817005362)"
190770326-84,190770326,68.7,4,16,42,84,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:36:49 AM,3/18/19 4:36:49 AM,3/18/19 4:47:10 AM,,,Fire,3/18/19 5:25:24 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,TRUE,Fire,1,MEDIC,8,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-AM124,190770326,19.95,4,16,42,AM124,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:33:43 AM,,,,Fire,3/18/19 4:36:39 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,PRIVATE,14,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-B01,190770326,31.85,4,16,42,B01,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:32:19 AM,,,,Fire,3/18/19 4:48:33 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,CHIEF,12,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-B02,190770326,71.7,4,16,42,B02,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:18:13 AM,3/18/19 4:20:16 AM,3/18/19 4:48:54 AM,,,Fire,3/18/19 5:28:24 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,CHIEF,9,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-B03,190770326,54.8,4,16,42,B03,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:34:41 AM,3/18/19 4:34:41 AM,3/18/19 4:48:57 AM,,,Fire,3/18/19 5:11:30 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,CHIEF,10,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-D2,190770326,37.31666666,4,16,42,D2,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:32:21 AM,3/18/19 4:36:35 AM,,,Fire,3/18/19 4:54:01 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,CHIEF,6,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-E01,190770326,72.21666667,4,16,42,E01,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:23:03 AM,3/18/19 4:23:03 AM,3/18/19 4:23:07 AM,,,Fire,3/18/19 5:28:55 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,TRUE,Fire,1,ENGINE,1,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-E02,190770326,24.98333333,4,16,42,E02,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:32:02 AM,,,,Fire,3/18/19 4:41:41 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,TRUE,Fire,1,ENGINE,13,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-E03,190770326,78.71666666,4,16,42,E03,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:30:59 AM,3/18/19 4:33:04 AM,,,Fire,3/18/19 5:35:25 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,TRUE,Fire,1,ENGINE,3,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-E36,190770326,31.9,4,16,42,E36,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:18:13 AM,3/18/19 4:20:25 AM,3/18/19 4:34:34 AM,,,Fire,3/18/19 4:48:36 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,TRUE,Fire,1,ENGINE,5,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-RC1,190770326,29.41666666,4,16,42,RC1,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:32:53 AM,3/18/19 4:37:15 AM,,,Fire,3/18/19 4:46:07 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,TRUE,Fire,1,RESCUE CAPTAIN,7,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-RS1,190770326,74.03333333,4,16,42,RS1,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:33:44 AM,,,,Fire,3/18/19 5:30:44 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,RESCUE SQUAD,11,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-T01,190770326,76.63333333,4,16,42,T01,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:18:13 AM,3/18/19 4:20:46 AM,3/18/19 4:23:26 AM,,,Fire,3/18/19 5:33:20 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,TRUCK,2,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190770326-T03,190770326,65.48333333,4,16,42,T03,19032793,Structure Fire,3/18/19,3/17/19,3/18/19 4:16:42,3/18/19 4:18:08 AM,3/18/19 4:30:17 AM,3/18/19 4:31:50 AM,3/18/19 4:33:28 AM,,,Fire,3/18/19 5:22:11 AM,0 Block of MASON ST,San Francisco,94102,B03,1,1365,3,3,3,FALSE,Fire,1,TRUCK,4,3,6,Tenderloin,"(37.783789296929, -122.409266307301)"
190774253-E03,190774253,17.5,23,31,23,E03,19033204,Outside Fire,3/18/19,3/18/19,3/18/19 23:31:23,3/18/19 11:31:35 PM,3/18/19 11:31:44 PM,3/18/19 11:32:56 PM,3/18/19 11:35:52 PM,,,Fire,3/18/19 11:48:53 PM,VAN NESS AV/HAYES ST,San Francisco,94102,B02,36,3166,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.777299856043, -122.419693565739)"
190793551-E03,190793551,6.116666672,19,37,36,E03,19033924,Outside Fire,3/20/19,3/20/19,3/20/19 19:37:36,3/20/19 7:37:36 PM,3/20/19 7:37:50 PM,3/20/19 7:39:02 PM,3/20/19 7:41:39 PM,,,Fire,3/20/19 7:43:43 PM,300 Block of OFARRELL ST,San Francisco,94102,B03,3,1366,I,3,3,TRUE,Fire,1,ENGINE,1,3,6,Tenderloin,"(37.786045201612, -122.410493503888)"
190822445-E41,190822445,9.08333333,15,44,33,E41,19035085,Outside Fire,3/23/19,3/23/19,3/23/19 15:44:33,3/23/19 3:46:23 PM,3/23/19 3:46:31 PM,3/23/19 3:47:03 PM,3/23/19 3:52:25 PM,,,Fire,3/23/19 3:53:38 PM,GEARY ST/LEAVENWORTH ST,San Francisco,94109,B04,3,1543,3,3,3,TRUE,Fire,1,ENGINE,1,4,6,Tenderloin,"(37.786519819113, -122.414806648229)"
190823954-E03,190823954,11.28333333,22,9,50,E03,19035229,Outside Fire,3/23/19,3/23/19,3/23/19 22:09:50,3/23/19 10:13:06 PM,3/23/19 10:13:27 PM,3/23/19 10:14:09 PM,3/23/19 10:16:00 PM,,,Fire,3/23/19 10:21:07 PM,POLK ST/OFARRELL ST,San Francisco,94109,B02,3,3115,3,3,3,TRUE,Fire,1,ENGINE,1,4,6,Tenderloin,"(37.784960259562, -122.419547854942)"
190832180-E03,190832180,5.466666666,14,26,25,E03,19035499,Vehicle Fire,3/24/19,3/24/19,3/24/19 14:26:25,3/24/19 2:26:48 PM,3/24/19 2:27:17 PM,3/24/19 2:27:47 PM,3/24/19 2:29:41 PM,,,Fire,3/24/19 2:31:53 PM,800 Block of ELLIS ST,San Francisco,94109,B02,3,3115,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.783872358006, -122.420175524725)"
190832180-T03,190832180,3.9,14,26,25,T03,19035499,Vehicle Fire,3/24/19,3/24/19,3/24/19 14:26:25,3/24/19 2:26:48 PM,3/24/19 2:27:17 PM,3/24/19 2:27:51 PM,3/24/19 2:30:11 PM,,,Fire,3/24/19 2:30:19 PM,800 Block of ELLIS ST,San Francisco,94109,B02,3,3115,3,3,3,FALSE,Fire,1,TRUCK,2,2,6,Tenderloin,"(37.783872358006, -122.420175524725)"
190840737-E01,190840737,11.25,7,47,40,E01,19035763,Outside Fire,3/25/19,3/24/19,3/25/19 7:47:40,3/25/19 7:50:22 AM,3/25/19 7:50:41 AM,3/25/19 7:51:43 AM,3/25/19 7:55:16 AM,,,Fire,3/25/19 7:58:55 AM,EDDY ST/MASON ST,San Francisco,94102,B03,3,1453,3,3,3,TRUE,Fire,1,ENGINE,1,3,6,Tenderloin,"(37.784349269397, -122.409309180702)"
190940204-E03,190940204,8.133333328,1,40,54,E03,19039909,Outside Fire,4/4/19,4/3/19,4/4/19 1:40:54,4/4/19 1:41:36 AM,4/4/19 1:41:44 AM,4/4/19 1:43:49 AM,4/4/19 1:46:02 AM,,,Fire,4/4/19 1:49:02 AM,700 Block of POLK ST,San Francisco,94109,B02,3,3115,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.783343063623, -122.419159190984)"
190950339-81,190950339,10.8,3,41,32,81,19040334,Outside Fire,4/5/19,4/4/19,4/5/19 3:41:32,4/5/19 3:42:59 AM,4/5/19 3:49:58 AM,4/5/19 3:49:58 AM,4/5/19 3:49:58 AM,,,Fire,4/5/19 3:52:20 AM,400 Block of MASON ST,San Francisco,94102,B01,3,1411,3,3,3,TRUE,Fire,1,MEDIC,1,1,3,Tenderloin,"(37.78776409901, -122.409925328419)"
190950339-E13,190950339,37.16666667,3,41,32,E13,19040334,Outside Fire,4/5/19,4/4/19,4/5/19 3:41:32,4/5/19 3:42:59 AM,4/5/19 3:43:33 AM,4/5/19 3:47:16 AM,4/5/19 3:50:47 AM,,,Fire,4/5/19 4:18:42 AM,400 Block of MASON ST,San Francisco,94102,B01,3,1411,3,3,3,TRUE,Fire,1,ENGINE,2,1,3,Tenderloin,"(37.78776409901, -122.409925328419)"
190984170-E03,190984170,3.833333339,23,41,56,E03,19041978,Outside Fire,4/8/19,4/8/19,4/8/19 23:41:56,4/8/19 11:41:56 PM,4/8/19 11:42:06 PM,4/8/19 11:43:16 PM,4/8/19 11:45:12 PM,,,Fire,4/8/19 11:45:46 PM,HYDE ST/TURK ST,San Francisco,94102,B02,3,1554,A,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.782585033281, -122.415693872109)"
191020047-E36,191020047,7.850000001,0,23,47,E36,19043246,Outside Fire,4/12/19,4/11/19,4/12/19 0:23:47,4/12/19 12:24:45 AM,4/12/19 12:25:31 AM,4/12/19 12:27:39 AM,4/12/19 12:30:20 AM,,,Fire,4/12/19 12:31:38 AM,200 Block of LARKIN ST,San Francisco,94102,B02,36,1645,3,3,3,TRUE,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.78003611028, -122.416789524298)"
191050116-B01,191050116,15.85,0,50,58,B01,19044467,Structure Fire,4/15/19,4/14/19,4/15/19 0:50:58,4/15/19 12:54:18 AM,4/15/19 12:54:46 AM,4/15/19 12:56:56 AM,4/15/19 12:59:32 AM,,,Fire,4/15/19 1:06:49 AM,400 Block of GEARY ST,San Francisco,94102,B01,3,1411,3,3,3,FALSE,Fire,1,CHIEF,2,1,3,Tenderloin,"(37.78709865762372, -122.41070587829728)"
191050116-E03,191050116,16.7,0,50,58,E03,19044467,Structure Fire,4/15/19,4/14/19,4/15/19 0:50:58,4/15/19 12:54:18 AM,4/15/19 12:54:46 AM,4/15/19 12:56:05 AM,,,,Fire,4/15/19 1:07:40 AM,400 Block of GEARY ST,San Francisco,94102,B01,3,1411,3,3,3,TRUE,Fire,1,ENGINE,3,1,3,Tenderloin,"(37.78709865762372, -122.41070587829728)"
191050116-T03,191050116,16.63333333,0,50,58,T03,19044467,Structure Fire,4/15/19,4/14/19,4/15/19 0:50:58,4/15/19 12:54:18 AM,4/15/19 12:54:46 AM,4/15/19 12:56:41 AM,4/15/19 12:59:19 AM,,,Fire,4/15/19 1:07:36 AM,400 Block of GEARY ST,San Francisco,94102,B01,3,1411,3,3,3,FALSE,Fire,1,TRUCK,1,1,3,Tenderloin,"(37.78709865762372, -122.41070587829728)"
191074053-E36,191074053,8.283333331,21,43,16,E36,19045657,Outside Fire,4/17/19,4/17/19,4/17/19 21:43:16,4/17/19 9:46:02 PM,4/17/19 9:46:11 PM,4/17/19 9:48:43 PM,4/17/19 9:51:28 PM,,,Fire,4/17/19 9:51:33 PM,VAN NESS AV/OFARRELL ST,San Francisco,94109,B04,3,3162,3,3,3,TRUE,Fire,1,ENGINE,1,4,5,Tenderloin,"(37.78475344523433, -122.4211929752227)"
